id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;country;time_zone;is_city;is_main_station;is_airport;is_suggestable;country_hint;main_station_hint;sncf_id;sncf_tvs_id;sncf_is_enabled;idtgv_id;idtgv_is_enabled;db_id;db_is_enabled;busbud_id;busbud_is_enabled;distribusion_id;distribusion_is_enabled;flixbus_id;flixbus_is_enabled;cff_id;cff_is_enabled;leoexpress_id;leoexpress_is_enabled;obb_id;obb_is_enabled;ouigo_id;ouigo_is_enabled;trenitalia_id;trenitalia_is_enabled;trenitalia_rtvt_id;ntv_rtiv_id;ntv_id;ntv_is_enabled;hkx_id;hkx_is_enabled;renfe_id;renfe_is_enabled;atoc_id;atoc_is_enabled;benerail_id;benerail_is_enabled;westbahn_id;westbahn_is_enabled;sncf_self_service_machine;same_as;info:de;info:en;info:es;info:fr;info:it;info:nb;info:nl;info:cs;info:da;info:hu;info:ja;info:ko;info:pl;info:pt;info:ru;info:sv;info:tr;info:zh;normalised_code;iata_airport_code
4597;La Frayère;la-frayere;8740509;;43.558103;6.972087;;FR;Europe/Paris;f;f;f;f;f;f;;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;10553;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv10553;
4598;Lamballe;lamballe;8747310;87473108;48.466060;-2.511546;;FR;Europe/Paris;f;f;f;t;f;f;FRLAM;LAM;t;;f;8701413;f;gbw5wx;t;FRLAM;t;;f;;f;;f;8701413;f;;f;;f;;;;f;;f;8700729;f;;f;FRLAM;f;;f;t;;;;;;;;;;;;ランバル;;;;Ламбаль;;;朗巴尔;urn:trainline:public:nloc:csv4598;
4600;Laqueuille;laqueuille;8764127;87641274;45.6468205;2.7046524;;FR;Europe/Paris;f;f;f;t;f;f;FRLAQ;LAQ;t;;f;8700101;f;;f;;f;;f;;f;;f;8700101;f;;f;;f;;;;f;;f;8700177;f;;f;FRLAQ;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4600;
4602;Troyes Lombards;troyes-lombards;8713966;87139667;48.27824;4.067241;5342;FR;Europe/Paris;f;f;f;t;f;f;FRLBD;;t;;f;8705068;f;;f;;f;;f;;f;;f;8705068;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4602;
4604;Albi;albi;;;43.9333330000;2.1500000000;;FR;Europe/Paris;t;f;f;f;f;f;FRLBI;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;アルビ;알비;;;Альби;;;阿尔比;urn:trainline:public:nloc:csv4604;
4605;Albi Montplaisir;albi-montplaisir;8744283;87442830;43.934427;2.202545;4604;FR;Europe/Paris;f;f;f;t;f;f;FRUGZ;;t;;f;8706041;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4605;
4606;Albi Halte Routière;albi-halte-routiere;8744035;87440354;43.92215102913589;2.1383482217788696;4604;FR;Europe/Paris;f;f;f;t;f;f;FRUAQ;;t;;f;8705874;f;;f;;f;;f;;f;;f;8705874;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4606;
4607;L’Arbresle;larbresle;8772143;87721431;45.833299;4.618319;;FR;Europe/Paris;f;f;f;t;f;f;FRLBL;LBL;t;;f;8703527;f;;f;;f;;f;;f;;f;8703527;f;;f;;f;;;;f;;f;8700442;f;;f;FRLBL;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4607;
4608;La Bernerie-en-Retz;la-bernerie-en-retz;;;;;;FR;Europe/Paris;t;f;f;f;f;f;FRLBN;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;雷特地区拉贝尔纳里耶;urn:trainline:public:nloc:csv4608;
4609;Le Bosquet;le-bosquet;8740507;;43.551532;6.981669;;FR;Europe/Paris;f;f;f;f;f;f;FRLBO;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;10550;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv10550;
4610;Le Bois-Plage-en-Ré Marché;le-bois-plage-en-re-marche;8732188;87321885;46.1833330000;-1.3833330000;;FR;Europe/Paris;f;f;f;t;f;f;FRLBP;;t;;f;8704239;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Ле-Буа-Плаж-ан-Ре;;;雷地区勒布瓦斯-普拉格;urn:trainline:public:nloc:csv4610;
4611;La Bastide—St-Laurent-les-Bains;la-bastide-st-laurent-les-bains;8777517;87775171;44.5934829;3.9042849;;FR;Europe/Paris;f;f;f;t;f;f;FRLBS;LBS;t;;f;8700123;f;;f;;f;;f;;f;;f;8700123;f;;f;;f;;;;f;;f;8700228;f;;f;FRLBS;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4611;
4612;Le Buisson;le-buisson;8759575;87595751;44.84723;0.9081756;;FR;Europe/Paris;f;f;f;t;f;f;FRLBU;LBU;t;;f;8703693;f;;f;;f;;f;;f;;f;8703693;f;;f;;f;;;;f;;f;8700595;f;;f;FRLBU;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4612;
4613;La Baule;la-baule;;;47.28255163476108;-2.395046353340149;;FR;Europe/Paris;t;f;f;t;f;f;FRLBY;;t;;f;;f;gbqm18;t;FRLBY;t;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Ла-Боль;;;;urn:trainline:public:nloc:csv4613;
4614;La Baule-les-Pins;la-baule-les-pins;8748169;87481697;47.2835196;-2.3648441;4613;FR;Europe/Paris;f;f;f;t;f;f;FRXBP;BFP;t;;f;8700695;f;;f;;f;;f;;f;;f;8700695;f;;f;;f;;;;f;;f;8700106;f;;f;FRXBP;f;;f;f;;;;;;;;;;;;;;;;Ла-Боль;;;;urn:trainline:public:nloc:csv4614;
4615;Mareuil-sur-Lay;mareuil-sur-lay;8733402;87334029;46.5333330000;-1.2333330000;;FR;Europe/Paris;f;f;f;t;f;f;FRLCE;;t;;f;8702442;f;;f;;f;;f;;f;;f;8702442;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4615;
4616;Lille CHR;lille-chr;8710930;87109306;50.61432;3.03432;4652;FR;Europe/Paris;f;f;f;t;f;f;FRLCH;ECR;t;;f;8700088;f;;f;;f;;f;;f;;f;8700088;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;Lila;;Lilla;;Rijsel;;;;リール;릴;;;Лилль;;;里尔;urn:trainline:public:nloc:csv4616;
4617;La Couarde Marché;la-couarde-marche;8732187;87321877;46.19224593742895;-1.4226704835891724;;FR;Europe/Paris;f;f;f;t;f;f;FRLCM;;t;;f;8704321;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4617;
4618;Luçon;lucon;8748625;87486258;46.4638232;-1.1674217;;FR;Europe/Paris;f;f;f;t;f;f;FRLCN;LRK;t;;f;8702439;f;;f;;f;;f;;f;;f;8702439;f;;f;;f;;;;f;;f;8700671;f;;f;FRLCN;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4618;
4619;Lacanau Océan;lacanau-ocean;8732406;87324061;44.977853123297315;-1.0909724235534668;;FR;Europe/Paris;f;f;f;t;f;f;FRLCO;;t;;f;8703316;f;ezzpzs;t;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4619;
4620;La Chapelle-St-Mesmin;la-chapelle-st-mesmin;8754337;87543371;47.8929293;1.8268193;;FR;Europe/Paris;f;f;f;t;f;f;FRLCS;LCS;t;;f;8700895;f;;f;FRLCS;t;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;拉沙佩勒圣梅斯曼;urn:trainline:public:nloc:csv4620;
4621;Le Châtelard;le-chatelard;8501382;;45.6833330000;6.1500000000;;FR;Europe/Paris;t;f;f;t;f;f;FRLCT;;t;;f;8501382;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4621;
4622;Le Châtelard—Giétroz;le-chatelard-gietroz;8501566;;;;4621;CH;Europe/Zurich;f;f;f;f;f;f;CHABE;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4622;
4623;Le Côteau;le-coteau;8772682;87726828;46.023984;4.086248;;FR;Europe/Paris;f;f;f;t;f;f;FRLCU;LCU;t;;f;8703702;f;;f;;f;;f;;f;;f;8703702;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;勒科托;urn:trainline:public:nloc:csv4623;
4626;Lourdes;lourdes;8767133;87671339;43.100370;-0.042174;;FR;Europe/Paris;f;f;f;t;f;f;FRLDE;LDS;t;;f;8700105;f;ezxvpn;t;FRLOU;t;4488;t;;f;;f;8700105;f;;f;;f;;;;f;;f;8700184;f;;f;FRLDE;f;;f;t;;;;;;;;;Lurdy;;;ルルド;루르드;;;Лурд;;;盧爾德;urn:trainline:public:nloc:csv4626;
4628;La Douzillère;la-douzillere;8700969;87009696;47.3388167;0.6528244;;FR;Europe/Paris;f;f;f;t;f;f;FRLDZ;;t;;f;8705012;f;;f;;f;;f;;f;;f;8705012;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4628;
4629;Lesseux—Frapelle;lesseux-frapelle;8714432;87144329;48.2898717;7.0767025;;FR;Europe/Paris;f;f;f;t;f;f;FRLEF;LXF;t;;f;8701380;f;;f;;f;;f;;f;;f;8701380;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4629;
4630;Le Havre;le-havre;;;49.4938040000;0.1076750000;;FR;Europe/Paris;t;f;f;f;f;f;FRLEH;;t;;f;;f;u0b1e4;t;;f;4438;t;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;t;;;;El Havre;;;;;;;;ル・アーヴル;르아브르;Hawr;;Гавр;;;勒阿弗尔;urn:trainline:public:nloc:csv4630;
4631;Le Havre Graville;le-havre-graville;8741320;87413203;49.4998007;0.1608551;4630;FR;Europe/Paris;f;f;f;t;f;f;FRLHG;LHG;t;;f;8703709;f;;f;;f;;f;;f;;f;8703709;f;;f;;f;;;;f;;f;8700202;f;;f;FRLHG;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4631;
4633;L’Estaque;lestaque;8775160;87751602;43.363628;5.3213598;;FR;Europe/Paris;f;f;f;t;f;f;FRLES;LES;t;;f;8701085;f;;f;;f;;f;;f;;f;8701085;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4633;
4636;Lentilly—Charpenay;lentilly-charpenay;8756691;87566919;45.8165247;4.6824009;;FR;Europe/Paris;f;f;f;t;f;f;FRLFJ;CNJ;t;;f;8706456;f;;f;;f;;f;;f;;f;8706456;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4636;
4638;La Flotte Port;la-flotte-port;8732194;87321943;46.1833330000;-1.3333330000;;FR;Europe/Paris;f;f;f;f;f;f;FRLFP;;f;;f;8704442;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4638;
4640;Bologne;bologne;;;48.2000000000;5.1333330000;;FR;Europe/Paris;t;f;f;f;t;f;FRLGE;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4640;
4641;Bologne Salle des Fêtes;bologne-salle-des-fetes;8710742;87107425;48.198254;5.133074;4640;FR;Europe/Paris;f;f;f;t;t;f;FRLGM;;t;;f;8705025;f;;f;;f;;f;;f;;f;8705025;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4641;
4642;Langres Gendarmerie;langres-gendarmerie;8733812;87338129;47.8666670000;5.3333330000;5032;FR;Europe/Paris;f;f;f;t;f;f;FRLGG;;t;;f;8705250;f;;f;;f;;f;;f;;f;8705250;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ラングル;;;;Лангр;;;朗格勒;urn:trainline:public:nloc:csv4642;
4643;Longuyon;longuyon;8719427;87194274;49.4442555;5.604482;5693;FR;Europe/Paris;f;t;f;t;f;f;FRLGN;LGN;t;;f;8700070;t;;f;;f;;f;;f;;f;8700070;f;;f;;f;;;;f;;f;8700085;f;;f;FRLGN;f;;f;f;;;;;;;;;;;;;;;;Лонгюйон;;;隆吉翁;urn:trainline:public:nloc:csv4643;
4644;St-Léger;st-leger;8713977;;48.23628;4.07810;;FR;Europe/Paris;f;f;f;t;f;f;FRLGR;;t;;f;8705075;f;;f;;f;;f;;f;;f;8705075;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4644;
4646;St-Hilaire-la-Gravelle;st-hilaire-la-gravelle;8730976;87309765;47.9166670000;1.2000000000;;FR;Europe/Paris;f;f;f;t;f;f;FRLGV;;t;;f;8705210;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;圣伊莱尔拉格拉韦尔;urn:trainline:public:nloc:csv4646;
4647;Gex;gex;;;46.3333330000;6.0666670000;;FR;Europe/Paris;t;f;f;f;f;f;FRLGX;;t;;f;;f;;f;;f;;f;;f;;f;8703392;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4647;
4648;Gex Vertes Campagnes;gex-vertes-campagnes;8755691;87556910;46.328129;6.055754;4647;FR;Europe/Paris;f;f;f;t;f;f;FRXVC;;t;;f;8703393;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4648;
4649;Angoulins-sur-Mer;angoulins-sur-mer;8748510;87485102;46.108057;-1.1154503;;FR;Europe/Paris;f;f;f;t;f;f;FRLHM;AOM;t;;f;8705751;f;;f;;f;;f;;f;;f;8705751;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4649;
4650;Libercourt;libercourt;8734525;87345256;50.48025;3.00867;;FR;Europe/Paris;f;f;f;t;f;f;FRLIB;LIK;t;;f;8701358;f;;f;;f;;f;;f;;f;8701358;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Либеркур;;;利贝尔库尔;urn:trainline:public:nloc:csv4650;
4651;Limoges;limoges;;;45.83572150763156;1.2651658058166504;;FR;Europe/Paris;t;f;f;t;f;f;FRLIG;;t;;f;;f;u00usx;t;FRLIG;t;4468;t;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;リモージュ;리모주;;;Лимож;;;利摩日;urn:trainline:public:nloc:csv4651;
4652;Lille;lille;8724852;;50.63040208723645;3.0709308385849;;FR;Europe/Paris;t;f;f;t;f;f;FRLIL;;t;;f;8796003;t;u140jc;t;FRLIL;t;2215;t;;f;;f;;f;AD1;t;;f;;;;f;;f;;f;;f;FRLIL;t;;f;f;;;;Lila;;Lilla;;Rijsel;;;;リール;릴;;;Лилль;;;里尔;urn:trainline:public:nloc:csv4652;
4653;Lille-Europe;lille-europe;8722326;87223263;50.639224;3.075796;4652;FR;Europe/Paris;f;f;f;t;f;f;FRLLE;LEW;t;;f;8704949;t;;f;;f;;f;;f;;f;8704949;f;LLE;t;;f;;;;f;;f;8700077;f;;f;FRLLE;t;;f;t;;;;Lila;;Lilla;;Rijsel;;;;リール;릴;;;Лилль;;;里尔;urn:trainline:public:nloc:csv4653;
4654;Livron;livron;8776124;87761247;44.7796035;4.8305412;;FR;Europe/Paris;f;f;f;t;f;f;FRLIV;LIV;t;;f;8701404;f;;f;;f;;f;;f;;f;8701404;f;;f;;f;;;;f;;f;8700191;f;;f;FRLIV;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4654;
4655;Le Locle;le-locle;;;;;;CH;Europe/Zurich;t;f;f;f;f;f;FRLLC;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ル・ロックル;르로클;;;Ле-Локль;;;力洛克;urn:trainline:public:nloc:csv4655;
4656;Le Locle;le-locle;8705982;;;;4655;CH;Europe/Zurich;f;f;f;f;f;f;FRZJA;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;18276;;;;;;;;;;;ル・ロックル;르로클;;;Ле-Локль;;;力洛克;urn:trainline:public:nloc:csv18276;
4657;St-Laurent—Fouras;st-laurent-fouras;8748513;87485136;45.9930002;-1.0274305;;FR;Europe/Paris;f;f;f;t;f;f;FRLLD;SSC;t;;f;8705752;f;;f;;f;;f;;f;;f;8705752;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4657;
4658;Coullons;coullons;8731453;87314534;47.6166670000;2.5000000000;;FR;Europe/Paris;f;f;f;t;f;f;FRLLS;;t;;f;8700488;f;;f;;f;;f;;f;;f;8700488;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;库隆;urn:trainline:public:nloc:csv4658;
4660;La Madeleine;la-madeleine;8728618;87286187;50.6608037;3.0725804;;FR;Europe/Paris;f;f;f;t;f;f;FRLMA;LMA;t;;f;8701500;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;Мадлен;;;;urn:trainline:public:nloc:csv4660;
4661;Le Mans;le-mans;;;48.0000000000;0.2000000000;;FR;Europe/Paris;t;f;f;f;f;f;FRLME;;t;;f;;f;u081hd;t;;f;4448;t;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;t;;;;;;;;;;;;ル・マン;르망;;;Ле-Ман;;;勒芒;urn:trainline:public:nloc:csv4661;
4663;Locminé;locmine;8700348;87003483;47.8833330000;-2.8333330000;;FR;Europe/Paris;f;f;f;t;f;f;FRLMN;;t;;f;8705013;f;;f;;f;;f;;f;;f;8705013;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;洛克米内;urn:trainline:public:nloc:csv4663;
4664;Le Monastier;le-monastier;8778330;87783308;44.5089682;3.252057;;FR;Europe/Paris;f;f;f;t;f;f;FRLMR;LMR;t;;f;8703718;f;;f;;f;;f;;f;;f;8703718;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4664;
4665;Limoux;limoux;;;43.0666670000;2.2333330000;;FR;Europe/Paris;t;f;f;f;f;f;FRLMX;;t;;f;;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;リムー;;;;Лиму;;;利穆;urn:trainline:public:nloc:csv4665;
4666;Lunéville;luneville;8714115;87141150;48.588233;6.497270;9346;FR;Europe/Paris;f;t;f;t;f;f;FRLNE;LNE;t;;f;8700264;f;;f;;f;;f;;f;;f;8700264;f;;f;;f;;;;f;;f;8700922;f;;f;FRLNE;f;;f;t;;;;;;;;;;;;リュネヴィル;뤼네빌;;;Люневиль;;;吕内维尔;urn:trainline:public:nloc:csv4666;
4667;Lanuejouls;lanuejouls;8715702;87157024;44.4333330000;2.1666670000;;FR;Europe/Paris;f;f;f;t;f;f;FRLNJ;;t;;f;8705850;f;;f;;f;;f;;f;;f;8705850;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4667;
4668;Longages—Noé;longages-noe;8761105;87611053;43.3563239;1.2519529;;FR;Europe/Paris;f;f;f;t;f;f;FRLNN;LNN;t;;f;8701425;f;;f;;f;;f;;f;;f;8701425;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4668;
4670;Lannemezan;lannemezan;8767112;87671123;43.114273;0.387367;;FR;Europe/Paris;f;f;f;t;f;f;FRLNZ;LNZ;t;;f;8700475;f;sp8m2d;t;FRLAN;t;;f;;f;;f;8700475;f;;f;;f;;;;f;;f;8700314;f;;f;FRLNZ;f;;f;f;;;;;;;;;;;;;;;;Ланмезан;;;拉内默藏;urn:trainline:public:nloc:csv4670;
4671;Montluçon;montlucon;;;46.3333330000;2.6000000000;;FR;Europe/Paris;t;f;f;f;f;f;FRLOM;;t;;f;;f;u01ze5;t;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;t;;;;;;;;;;;;モンリュソン;몽뤼송;;;Монлюсон;;;蒙吕松;urn:trainline:public:nloc:csv4671;
4672;Montluçon;montlucon;8764100;87641001;46.338101;2.596159;4671;FR;Europe/Paris;f;t;f;t;f;f;FRMCU;MLN;t;;f;8700028;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;8700032;f;;f;FRMCU;f;;f;t;;;;;;;;;;;;モンリュソン;몽뤼송;;;Монлюсон;;;蒙吕松;urn:trainline:public:nloc:csv4672;
4673;Longueville;longueville;8711613;87116137;48.513703;3.249822;;FR;Europe/Paris;f;f;f;t;f;f;FRLON;LON;t;;f;8700275;f;;f;;f;;f;;f;;f;8700275;f;;f;;f;;;;f;;f;8700945;f;;f;FRLON;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4673;
4674;Lourches;lourches;8734347;87343475;50.3102834;3.3434016;;FR;Europe/Paris;f;f;f;t;f;f;FRLOU;LOU;t;;f;8700356;f;;f;;f;;f;;f;;f;8700356;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4674;
4675;Lozanne;lozanne;8772142;87721423;45.854140;4.681501;;FR;Europe/Paris;f;f;f;t;f;f;FRLOZ;LOZ;t;;f;8703846;f;;f;;f;;f;;f;;f;8703846;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4675;
4676;Lyon Part-Dieu;lyon-part-dieu;8772319;87723197;45.760559;4.859355;4718;FR;Europe/Paris;f;t;f;t;f;f;FRLPD;LYD;t;;f;8700152;t;;f;;f;;f;;f;;f;8700152;f;LPD;t;8772319;t;;;;f;;f;8700303;t;;f;FRLPD;f;;f;t;;;;;;Lione;;;;;;リヨン;리옹;;;Лион;;;里昂;urn:trainline:public:nloc:csv4676;
4677;Lyon Perrache;lyon-perrache;8772202;87722025;45.748476;4.825733;4718;FR;Europe/Paris;f;f;f;t;f;f;FRLPE;LPR;t;;f;8700040;f;;f;;f;;f;;f;;f;8700040;f;LPE;t;;f;;;;f;;f;;f;;f;FRLPE;f;;f;t;;;;;;Lione;;;;;;リヨン;리옹;;;Лион;;;里昂;urn:trainline:public:nloc:csv4677;
4678;Toulouse Gallieni Canceropôle;toulouse-gallieni-canceropole;8749746;87497461;43.5730877;1.4195801;5306;FR;Europe/Paris;f;f;f;t;t;f;FRLPF;;t;;f;8706432;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;Tolosa;;Tolosa;;;;;;トゥールーズ;툴루즈;Tuluza;;Тулуза;;;圖盧茲;urn:trainline:public:nloc:csv4678;
4679;La Pauline—Hyères;la-pauline-hyeres;8775531;87755314;43.1364769;6.0351027;;FR;Europe/Paris;f;f;f;t;f;f;FRLPH;LPH;t;;f;8701738;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4679;
4680;La Possonnière;la-possonniere;8748433;87484337;47.3713848;-0.6917009;;FR;Europe/Paris;f;f;f;t;f;f;FRLPO;LPO;t;;f;8701785;f;;f;;f;;f;;f;;f;8701785;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;拉波索尼埃;urn:trainline:public:nloc:csv4680;
4681;Le Palais;le-palais;8759203;;45.8666670000;1.3166670000;;FR;Europe/Paris;f;f;f;t;f;f;FRLPS;;t;;f;8702316;f;;f;;f;;f;;f;;f;;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;ル・パレ;;;;Ле-Пале;;;勒帕莱;urn:trainline:public:nloc:csv4681;
4682;La Poterie;la-poterie;8733450;87334508;48.0923448;-1.6307729;;FR;Europe/Paris;f;f;f;t;f;f;FRLPT;PTK;t;;f;8704982;f;;f;;f;;f;;f;;f;8704982;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4682;
4683;Le Puy-en-Velay;le-puy-en-velay;8773469;87734699;45.042866;3.892421;5009;FR;Europe/Paris;f;t;f;t;f;f;FRLPY;LPU;t;;f;8703725;f;;f;;f;;f;;f;;f;8703725;f;;f;;f;;;;f;;f;8700486;f;;f;FRLPY;f;;f;t;;;;;;;;;;;;ル・ピュイ＝アン＝ヴレ;르퓌앙벌레;;;Пюи-ан-Веле;;;勒皮;urn:trainline:public:nloc:csv4683;
4686;La Roche-sur-Foron;la-roche-sur-foron;8774630;87746305;46.067560;6.303885;;FR;Europe/Paris;f;f;f;t;f;f;FRLRF;LRF;t;;f;8700136;f;u0hqpd;t;FRLRS;t;38411;t;;f;;f;8700136;f;;f;;f;;;;f;;f;8700267;f;;f;FRLRF;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4686;
4687;La Rochelle Ville;la-rochelle-ville;8748500;87485003;46.15269;-1.145305;5085;FR;Europe/Paris;f;t;f;t;f;f;FRLRH;LRE;t;;f;8700202;f;;f;;f;;f;;f;;f;8700202;f;;f;;f;;;;f;;f;8700631;f;;f;FRLRH;f;;f;t;;;;;;;;;;;;ラ・ロシェル;라로셸;;;Ла-Рошель;;;拉罗歇尔;urn:trainline:public:nloc:csv4687;
4688;La Membrolle-sur-Choisille;la-membrolle-sur-choisille;8757151;87571513;47.4313179;0.6407872;;FR;Europe/Paris;f;f;f;t;f;f;FRLRL;LRL;t;;f;8701547;f;;f;;f;;f;;f;;f;8701547;f;;f;;f;;;;f;;f;;f;;f;;f;;f;f;;;;;;;;;;;;;;;;;;;;urn:trainline:public:nloc:csv4688;
